Booking#,dt,Agent#,Agent_Name,Cust_Number,Destination#,Destination_City,Destination_Country,Destination_Region,Amount,From_Date,To_Date,Length of Stay
8356,01/11/2018,1,Jordan Curry,30729,27,Athens,Greece,Europe,7750,24/05/2018,05/06/2018,12
8357,01/11/2018,5,Sandy Douglas,26968,46,Tel Aviv,Israel,Middle East,11863,20/07/2019,16/08/2019,27
8358,01/11/2018,8,Elisa Bennett,15335,43,Luxor,Egypt,Middle East,5673,05/01/2019,02/02/2019,28
8359,01/11/2018,6,Thelma Jefferson,13116,20,Kathmandu,Nepal,Asia,6167,21/09/2018,23/09/2018,2
8360,01/11/2018,2,Molly Cross,17592,127,Cusco,Peru,South America,14418,21/04/2018,12/05/2018,21
8361,01/11/2018,2,Molly Cross,39899,85,Los Angeles,United States,North America,11524,10/05/2019,21/05/2019,11
8362,01/11/2018,7,Horace Hawkins,10500,76,Fresno,United States,North America,13180,03/05/2018,13/05/2018,10
8363,01/11/2018,3,Carole Cox,36004,100,Palm Springs,United States,North America,12990,08/02/2019,20/02/2019,12
8364,01/11/2018,11,Kay Adams,44415,78,Honolulu,United States,North America,6202,26/03/2018,18/04/2018,23
8365,01/11/2018,7,Horace Hawkins,46668,50,Montreal,Canada,North America,4194,26/05/2019,25/06/2019,30
8366,01/11/2018,5,Sandy Douglas,7399,61,Anchorage,United States,North America,4059,26/09/2019,29/09/2019,3
8367,02/11/2018,6,Thelma Jefferson,21930,24,Vienna,Austria,Europe,9610,16/11/2018,05/12/2018,19
8368,02/11/2018,7,Horace Hawkins,44222,66,Boston,United States,North America,10464,08/05/2019,20/05/2019,12
8369,02/11/2018,3,Carole Cox,16843,47,Dubai,United Arab Emirates,Middle East,8331,21/08/2018,05/09/2018,15
8370,02/11/2018,10,Simon Fleming,46633,4,Nairobi,Kenya,Africa,3803,31/08/2019,23/09/2019,23
8371,02/11/2018,10,Simon Fleming,38594,20,Kathmandu,Nepal,Asia,11010,12/08/2018,24/08/2018,12
8372,02/11/2018,9,Olive Diaz,12323,83,Lincoln,United States,North America,11597,15/02/2018,11/03/2018,24
8373,02/11/2018,6,Thelma Jefferson,22706,81,Kansas City,United States,North America,9810,10/04/2018,28/04/2018,18
8374,02/11/2018,10,Simon Fleming,35086,103,Raleigh,United States,North America,14027,21/06/2018,29/06/2018,8
8375,02/11/2018,4,Mitchell Barton,32784,73,Colorado Springs,United States,North America,3451,18/04/2019,28/04/2019,10
8376,02/11/2018,9,Olive Diaz,30769,99,Orlando,United States,North America,11178,28/03/2019,19/04/2019,22
8377,02/11/2018,11,Kay Adams,11809,11,Siem Reap,Cambodia,Asia,5125,27/12/2018,05/01/2019,9
8378,02/11/2018,9,Olive Diaz,14449,53,Toronto,Canada,North America,6935,10/07/2018,01/08/2018,22
8379,02/11/2018,9,Olive Diaz,31546,113,Washington DC,United States,North America,3109,12/06/2018,27/06/2018,15
8380,02/11/2018,8,Elisa Bennett,38629,120,Rio de Janeiro,Brazil,South America,2245,16/09/2019,30/09/2019,14
8381,02/11/2018,3,Carole Cox,40968,5,Watamu,Kenya,Africa,7242,11/08/2018,16/08/2018,5
8382,02/11/2018,3,Carole Cox,44457,49,Halifax,Canada,North America,12789,08/03/2019,07/04/2019,30
8383,02/11/2018,3,Carole Cox,6667,40,Edinburgh,United Kingdom,Europe,7294,05/03/2019,30/03/2019,25
8384,02/11/2018,3,Carole Cox,18727,98,Omaha,United States,North America,6599,16/08/2018,24/08/2018,8
8385,02/11/2018,4,Mitchell Barton,18097,43,Luxor,Egypt,Middle East,10180,03/11/2018,25/11/2018,22
8386,02/11/2018,4,Mitchell Barton,42481,23,Hoi An,Vietnam,Asia,8385,21/08/2018,15/09/2018,25
8387,02/11/2018,11,Kay Adams,20944,47,Dubai,United Arab Emirates,Middle East,4796,02/12/2018,16/12/2018,14
8388,02/11/2018,11,Kay Adams,35527,119,Natal,Brazil,South America,13569,20/02/2018,12/03/2018,20
8389,02/11/2018,3,Carole Cox,24690,99,Orlando,United States,North America,9516,12/06/2019,11/07/2019,29
8390,02/11/2018,9,Olive Diaz,45337,43,Luxor,Egypt,Middle East,10277,03/05/2018,19/05/2018,16
8391,02/11/2018,7,Horace Hawkins,32525,6,Fes,Morocco,Africa,7112,29/01/2019,09/02/2019,11
8392,02/11/2018,7,Horace Hawkins,9909,8,Johannesburg,South Africa,Africa,3392,07/09/2019,05/10/2019,28
8393,02/11/2018,7,Horace Hawkins,40307,58,Playa del Carmen,Mexico,North America,3843,13/05/2019,11/06/2019,29
8394,02/11/2018,7,Horace Hawkins,3022,19,Tokyo,Japan,Asia,13898,18/10/2018,20/10/2018,2
8395,02/11/2018,4,Mitchell Barton,2687,20,Kathmandu,Nepal,Asia,5832,03/06/2018,02/07/2018,29
8396,03/11/2018,5,Sandy Douglas,1933,61,Anchorage,United States,North America,6120,21/01/2019,26/01/2019,5
8397,03/11/2018,2,Molly Cross,11214,111,Tulsa,United States,North America,9953,01/07/2018,28/07/2018,27
8398,03/11/2018,8,Elisa Bennett,7416,15,Shanghai,China,Asia,12958,16/11/2018,15/12/2018,29
8399,03/11/2018,4,Mitchell Barton,40370,35,Moscow,Russia,Europe,13070,26/01/2019,15/02/2019,20
8400,03/11/2018,1,Jordan Curry,11564,63,Baltimore,United States,North America,9427,05/05/2019,21/05/2019,16
8401,03/11/2018,8,Elisa Bennett,19371,107,San Francisco,United States,North America,3351,05/04/2018,01/05/2018,26
8402,03/11/2018,9,Olive Diaz,7940,121,Sao Paulo,Brazil,South America,6378,13/11/2018,27/11/2018,14
8403,03/11/2018,8,Elisa Bennett,25246,3,Diani Beach,Kenya,Africa,4360,27/03/2018,23/04/2018,27
8404,03/11/2018,6,Thelma Jefferson,8764,45,Jerusalem,Israel,Middle East,9938,05/02/2019,28/02/2019,23
8405,03/11/2018,9,Olive Diaz,10157,62,Atlanta,United States,North America,14784,11/03/2019,23/03/2019,12
8406,03/11/2018,6,Thelma Jefferson,5714,7,Cape Town Central,South Africa,Africa,9371,21/04/2019,26/04/2019,5
8407,03/11/2018,7,Horace Hawkins,4215,65,Birmingham,United States,North America,11231,16/07/2019,01/08/2019,16
8408,03/11/2018,11,Kay Adams,31668,127,Cusco,Peru,South America,6171,21/03/2018,09/04/2018,19
8409,03/11/2018,9,Olive Diaz,39962,6,Fes,Morocco,Africa,11411,24/03/2018,21/04/2018,28
8410,03/11/2018,7,Horace Hawkins,43167,74,Denver,United States,North America,14819,25/04/2019,18/05/2019,23
8411,03/11/2018,4,Mitchell Barton,34310,37,Zermatt,Switzerland,Europe,5009,01/07/2018,28/07/2018,27
8412,03/11/2018,8,Elisa Bennett,23214,39,Istanbul,Turkey,Europe,5434,22/04/2018,07/05/2018,15
8413,03/11/2018,7,Horace Hawkins,26037,33,Krakow,Poland,Europe,4651,23/04/2018,07/05/2018,14
8414,03/11/2018,2,Molly Cross,33913,54,Vancouver,Canada,North America,13787,27/07/2018,17/08/2018,21
8415,03/11/2018,9,Olive Diaz,32065,127,Cusco,Peru,South America,6850,20/04/2019,12/05/2019,22
8416,03/11/2018,10,Simon Fleming,3335,75,Fort Worth,United States,North America,3786,06/06/2019,04/07/2019,28
8417,03/11/2018,6,Thelma Jefferson,36107,14,Hong Kong,China,Asia,7556,05/03/2019,01/04/2019,27
8418,03/11/2018,10,Simon Fleming,1955,59,Puerto Vallarta,Mexico,North America,13382,19/03/2019,10/04/2019,22
8419,03/11/2018,3,Carole Cox,38039,6,Fes,Morocco,Africa,3119,01/05/2018,03/05/2018,2
8420,03/11/2018,11,Kay Adams,18512,90,Minneapolis,United States,North America,9659,10/12/2018,08/01/2019,29
8421,03/11/2018,3,Carole Cox,26501,55,Acapulco,Mexico,North America,11756,10/05/2018,13/05/2018,3
8422,04/11/2018,6,Thelma Jefferson,7877,125,Santa Marta,Colombia,South America,11577,13/10/2018,05/11/2018,23
8423,04/11/2018,11,Kay Adams,9815,95,Newark,United States,North America,6816,05/01/2019,17/01/2019,12
8424,04/11/2018,4,Mitchell Barton,13749,47,Dubai,United Arab Emirates,Middle East,5425,18/11/2018,20/11/2018,2
8425,04/11/2018,11,Kay Adams,48555,27,Athens,Greece,Europe,8429,12/05/2018,03/06/2018,22
8426,04/11/2018,6,Thelma Jefferson,37457,41,London,United Kingdom,Europe,3986,28/07/2018,13/08/2018,16
8427,04/11/2018,1,Jordan Curry,2819,22,Chiang Mai,Thailand,Asia,4422,08/05/2019,31/05/2019,23
8428,04/11/2018,11,Kay Adams,40193,95,Newark,United States,North America,11155,29/05/2019,16/06/2019,18
8429,04/11/2018,5,Sandy Douglas,26676,2,Kololi,Gambia,Africa,8615,01/06/2018,07/06/2018,6
8430,04/11/2018,2,Molly Cross,23419,107,San Francisco,United States,North America,10429,03/03/2018,04/03/2018,1
8431,04/11/2018,3,Carole Cox,35146,30,Milan,Italy,Europe,10262,10/05/2018,19/05/2018,9
8432,04/11/2018,2,Molly Cross,36485,80,Jersey City,United States,North America,6932,31/05/2019,02/06/2019,2
8433,04/11/2018,5,Sandy Douglas,11777,90,Minneapolis,United States,North America,8655,21/01/2019,26/01/2019,5
8434,04/11/2018,4,Mitchell Barton,502,109,Tampa,United States,North America,9913,25/05/2018,13/06/2018,19
8435,04/11/2018,9,Olive Diaz,1085,67,Branson,United States,North America,8015,26/07/2018,04/08/2018,9
8436,04/11/2018,9,Olive Diaz,22909,48,Calgary,Canada,North America,10527,28/08/2018,11/09/2018,14
8437,04/11/2018,8,Elisa Bennett,49830,63,Baltimore,United States,North America,11956,08/06/2019,11/06/2019,3
8438,04/11/2018,6,Thelma Jefferson,12827,119,Natal,Brazil,South America,5215,18/01/2019,29/01/2019,11
8439,04/11/2018,5,Sandy Douglas,25638,31,Rome,Italy,Europe,10320,31/07/2019,20/08/2019,20
8440,04/11/2018,1,Jordan Curry,37745,52,Quebec City,Canada,North America,2386,02/03/2019,24/03/2019,22
8441,04/11/2018,6,Thelma Jefferson,21827,99,Orlando,United States,North America,11058,24/11/2018,19/12/2018,25
8442,04/11/2018,11,Kay Adams,32329,10,Stone Town,Tanzania,Africa,11426,26/02/2018,13/03/2018,15
8443,04/11/2018,11,Kay Adams,23251,49,Halifax,Canada,North America,14615,10/02/2019,19/02/2019,9
8444,04/11/2018,6,Thelma Jefferson,9843,76,Fresno,United States,North America,10961,21/06/2019,15/07/2019,24
8445,04/11/2018,7,Horace Hawkins,16143,123,Santiago,Chile,South America,10495,10/07/2018,20/07/2018,10
8446,04/11/2018,7,Horace Hawkins,21732,12,Beijing,China,Asia,6114,14/05/2019,17/05/2019,3
8447,05/11/2018,3,Carole Cox,43073,7,Cape Town Central,South Africa,Africa,7868,21/04/2018,24/04/2018,3
8448,05/11/2018,6,Thelma Jefferson,49162,32,Venice,Italy,Europe,13099,09/06/2018,03/07/2018,24
8449,05/11/2018,8,Elisa Bennett,33797,34,Lisbon,Portugal,Europe,4739,18/06/2018,28/06/2018,10
8450,05/11/2018,7,Horace Hawkins,17327,38,Amsterdam,The Netherlands,Europe,9313,30/04/2018,03/05/2018,3
8451,05/11/2018,10,Simon Fleming,8671,7,Cape Town Central,South Africa,Africa,13191,08/09/2019,12/09/2019,4
8452,05/11/2018,6,Thelma Jefferson,19772,7,Cape Town Central,South Africa,Africa,4069,30/04/2019,18/05/2019,18
8453,05/11/2018,1,Jordan Curry,28635,98,Omaha,United States,North America,4707,20/09/2018,28/09/2018,8
8454,05/11/2018,10,Simon Fleming,3361,34,Lisbon,Portugal,Europe,5173,06/07/2019,30/07/2019,24
8455,05/11/2018,8,Elisa Bennett,20028,65,Birmingham,United States,North America,9854,13/03/2019,16/03/2019,3
8456,05/11/2018,2,Molly Cross,43515,66,Boston,United States,North America,2141,05/08/2019,25/08/2019,20
8457,05/11/2018,5,Sandy Douglas,16852,122,Santa Cruz,Chile,South America,4626,08/04/2018,21/04/2018,13
8458,05/11/2018,9,Olive Diaz,17527,21,Singapore,Singapore,Asia,11897,17/07/2018,09/08/2018,23
8459,05/11/2018,2,Molly Cross,45208,81,Kansas City,United States,North America,2450,27/08/2018,14/09/2018,18
8460,05/11/2018,1,Jordan Curry,38642,14,Hong Kong,China,Asia,12384,07/04/2018,06/05/2018,29
8461,05/11/2018,8,Elisa Bennett,20762,105,Saint Louis,United States,North America,4684,09/10/2018,12/10/2018,3
8462,05/11/2018,7,Horace Hawkins,41316,111,Tulsa,United States,North America,4990,26/02/2018,07/03/2018,9
8463,05/11/2018,5,Sandy Douglas,19565,22,Chiang Mai,Thailand,Asia,9153,17/08/2018,12/09/2018,26
8464,06/11/2018,8,Elisa Bennett,19137,71,Chicago,United States,North America,3055,05/02/2019,06/03/2019,29
8465,06/11/2018,8,Elisa Bennett,41574,107,San Francisco,United States,North America,12239,18/05/2018,16/06/2018,29
8466,06/11/2018,7,Horace Hawkins,9929,97,Oakland,United States,North America,8992,19/04/2019,30/04/2019,11
8467,06/11/2018,6,Thelma Jefferson,32270,20,Kathmandu,Nepal,Asia,2814,03/01/2019,27/01/2019,24
8468,06/11/2018,5,Sandy Douglas,39545,61,Anchorage,United States,North America,9027,28/02/2018,29/03/2018,29
8469,06/11/2018,1,Jordan Curry,38655,74,Denver,United States,North America,3203,29/07/2018,26/08/2018,28
8470,06/11/2018,5,Sandy Douglas,1469,127,Cusco,Peru,South America,9830,03/09/2019,09/09/2019,6
8471,06/11/2018,10,Simon Fleming,34903,102,Portland,United States,North America,10057,03/08/2019,05/08/2019,2
8472,06/11/2018,10,Simon Fleming,35010,21,Singapore,Singapore,Asia,5784,07/04/2019,12/04/2019,5
8473,06/11/2018,4,Mitchell Barton,39793,41,London,United Kingdom,Europe,4156,16/02/2019,01/03/2019,13
8474,06/11/2018,4,Mitchell Barton,38890,67,Branson,United States,North America,5500,06/11/2018,06/12/2018,30
8475,06/11/2018,9,Olive Diaz,48217,47,Dubai,United Arab Emirates,Middle East,10879,27/03/2019,09/04/2019,13
8476,06/11/2018,2,Molly Cross,4387,87,Memphis,United States,North America,8047,05/06/2018,30/06/2018,25
8477,06/11/2018,8,Elisa Bennett,7722,119,Natal,Brazil,South America,10552,03/08/2018,24/08/2018,21
8478,06/11/2018,9,Olive Diaz,41767,16,Jaipur,India,Asia,14802,07/05/2019,25/05/2019,18
8479,06/11/2018,8,Elisa Bennett,10832,50,Montreal,Canada,North America,5694,09/03/2019,07/04/2019,29
8480,06/11/2018,9,Olive Diaz,5280,3,Diani Beach,Kenya,Africa,5814,24/06/2019,08/07/2019,14
8481,06/11/2018,4,Mitchell Barton,13725,115,Melbourne,Australia,Oceania/Australia,2331,13/05/2018,16/05/2018,3
8482,06/11/2018,7,Horace Hawkins,47286,77,Greensboro,United States,North America,4264,14/11/2018,08/12/2018,24
8483,06/11/2018,3,Carole Cox,3413,100,Palm Springs,United States,North America,13490,13/02/2019,21/02/2019,8
8484,06/11/2018,3,Carole Cox,17454,5,Watamu,Kenya,Africa,10504,14/03/2019,25/03/2019,11
8485,06/11/2018,1,Jordan Curry,32952,28,Budapest,Hungary,Europe,6268,22/03/2019,07/04/2019,16
8486,06/11/2018,11,Kay Adams,43944,92,Nashville,United States,North America,2807,29/12/2018,19/01/2019,21
8487,06/11/2018,7,Horace Hawkins,28196,19,Tokyo,Japan,Asia,11623,27/11/2018,17/12/2018,20
8488,06/11/2018,3,Carole Cox,44689,100,Palm Springs,United States,North America,10380,22/09/2018,23/09/2018,1
8489,07/11/2018,6,Thelma Jefferson,7362,124,Bogota,Colombia,South America,3219,13/06/2019,06/07/2019,23
8490,07/11/2018,6,Thelma Jefferson,5010,27,Athens,Greece,Europe,13051,12/01/2019,19/01/2019,7
8491,07/11/2018,2,Molly Cross,2005,82,Las Vegas,United States,North America,5615,27/06/2018,28/06/2018,1
8492,07/11/2018,8,Elisa Bennett,12442,85,Los Angeles,United States,North America,14289,05/07/2019,24/07/2019,19
8493,07/11/2018,8,Elisa Bennett,45537,95,Newark,United States,North America,7688,27/05/2019,29/05/2019,2
8494,07/11/2018,2,Molly Cross,15367,81,Kansas City,United States,North America,3850,12/03/2019,10/04/2019,29
8495,07/11/2018,6,Thelma Jefferson,9037,115,Melbourne,Australia,Oceania/Australia,5110,24/12/2018,23/01/2019,30
8496,07/11/2018,8,Elisa Bennett,48832,84,Little Rock,United States,North America,3840,28/02/2019,10/03/2019,10
8497,07/11/2018,2,Molly Cross,28920,39,Istanbul,Turkey,Europe,12991,12/06/2019,17/06/2019,5
8498,07/11/2018,11,Kay Adams,41443,113,Washington DC,United States,North America,2728,07/11/2018,29/11/2018,22
8499,07/11/2018,5,Sandy Douglas,37169,18,Ubud,Indonesia,Asia,11577,14/07/2018,17/07/2018,3
8500,07/11/2018,11,Kay Adams,42142,108,Seattle,United States,North America,4525,18/03/2019,17/04/2019,30
8501,07/11/2018,2,Molly Cross,28886,94,New York City,United States,North America,4419,04/01/2019,03/02/2019,30
8502,07/11/2018,2,Molly Cross,22810,93,New Orleans,United States,North America,4169,22/12/2018,02/01/2019,11
8503,07/11/2018,9,Olive Diaz,9229,21,Singapore,Singapore,Asia,13709,20/03/2019,15/04/2019,26
8504,07/11/2018,1,Jordan Curry,30944,14,Hong Kong,China,Asia,2920,16/05/2019,23/05/2019,7
8505,07/11/2018,3,Carole Cox,31845,111,Tulsa,United States,North America,9202,09/07/2019,28/07/2019,19
8506,07/11/2018,6,Thelma Jefferson,7253,6,Fes,Morocco,Africa,14347,15/11/2018,24/11/2018,9
8507,07/11/2018,11,Kay Adams,24135,88,Miami Beach,United States,North America,2922,20/02/2018,08/03/2018,16
8508,07/11/2018,2,Molly Cross,36445,80,Jersey City,United States,North America,14308,14/05/2018,10/06/2018,27
8509,07/11/2018,7,Horace Hawkins,8893,79,Houston,United States,North America,6553,25/09/2019,28/09/2019,3
8510,07/11/2018,3,Carole Cox,10124,107,San Francisco,United States,North America,14148,07/04/2018,29/04/2018,22
8511,07/11/2018,3,Carole Cox,33459,17,New Delhi,India,Asia,4599,27/01/2019,13/02/2019,17
8512,07/11/2018,10,Simon Fleming,6847,3,Diani Beach,Kenya,Africa,11679,20/09/2018,01/10/2018,11
8513,07/11/2018,7,Horace Hawkins,18536,3,Diani Beach,Kenya,Africa,8567,03/07/2018,01/08/2018,29
8514,07/11/2018,10,Simon Fleming,15107,45,Jerusalem,Israel,Middle East,8327,14/01/2019,31/01/2019,17
8515,07/11/2018,10,Simon Fleming,47604,46,Tel Aviv,Israel,Middle East,3533,24/02/2019,03/03/2019,7
8516,08/11/2018,9,Olive Diaz,11983,34,Lisbon,Portugal,Europe,13180,16/04/2018,16/05/2018,30
8517,08/11/2018,9,Olive Diaz,28385,120,Rio de Janeiro,Brazil,South America,2038,15/02/2018,14/03/2018,27
8518,08/11/2018,5,Sandy Douglas,230,91,Myrtle Beach,United States,North America,5286,06/12/2018,22/12/2018,16
8519,08/11/2018,1,Jordan Curry,46140,38,Amsterdam,The Netherlands,Europe,10597,09/02/2019,11/03/2019,30
8520,08/11/2018,4,Mitchell Barton,1730,54,Vancouver,Canada,North America,7775,13/05/2018,24/05/2018,11
8521,08/11/2018,3,Carole Cox,17709,56,Cabo San Lucas,Mexico,North America,4840,04/12/2018,07/12/2018,3
8522,08/11/2018,6,Thelma Jefferson,7290,78,Honolulu,United States,North America,9981,27/06/2018,25/07/2018,28
8523,08/11/2018,10,Simon Fleming,48355,99,Orlando,United States,North America,11098,27/04/2019,23/05/2019,26
8524,08/11/2018,7,Horace Hawkins,11079,17,New Delhi,India,Asia,2924,24/05/2018,13/06/2018,20
8525,08/11/2018,10,Simon Fleming,17754,107,San Francisco,United States,North America,14594,04/07/2018,02/08/2018,29
8526,08/11/2018,4,Mitchell Barton,29254,23,Hoi An,Vietnam,Asia,3982,25/10/2018,26/10/2018,1
8527,08/11/2018,8,Elisa Bennett,29211,13,Guangzhou,China,Asia,7005,29/06/2019,06/07/2019,7
8528,08/11/2018,4,Mitchell Barton,45640,6,Fes,Morocco,Africa,11326,14/03/2018,13/04/2018,30
8529,08/11/2018,10,Simon Fleming,24489,39,Istanbul,Turkey,Europe,9659,27/05/2019,17/06/2019,21
8530,08/11/2018,8,Elisa Bennett,13540,107,San Francisco,United States,North America,9759,19/05/2018,31/05/2018,12
8531,08/11/2018,5,Sandy Douglas,13534,85,Los Angeles,United States,North America,7185,02/03/2019,26/03/2019,24
8532,08/11/2018,3,Carole Cox,42087,121,Sao Paulo,Brazil,South America,12511,16/05/2018,11/06/2018,26
8533,08/11/2018,6,Thelma Jefferson,29538,20,Kathmandu,Nepal,Asia,8795,01/03/2019,26/03/2019,25
8534,08/11/2018,10,Simon Fleming,9146,112,Virginia Beach,United States,North America,6788,16/11/2018,19/11/2018,3
8535,08/11/2018,9,Olive Diaz,21446,19,Tokyo,Japan,Asia,5766,11/02/2019,19/02/2019,8
8536,08/11/2018,8,Elisa Bennett,36350,43,Luxor,Egypt,Middle East,6475,01/02/2019,22/02/2019,21
8537,08/11/2018,7,Horace Hawkins,10176,78,Honolulu,United States,North America,8410,09/08/2018,02/09/2018,24
8538,08/11/2018,3,Carole Cox,13723,106,San Diego,United States,North America,10900,19/03/2018,29/03/2018,10
8539,08/11/2018,9,Olive Diaz,10167,92,Nashville,United States,North America,10072,22/08/2018,14/09/2018,23
8540,08/11/2018,11,Kay Adams,7722,121,Sao Paulo,Brazil,South America,8860,26/07/2018,20/08/2018,25
8541,09/11/2018,9,Olive Diaz,187,88,Miami Beach,United States,North America,13521,25/08/2018,18/09/2018,24
8542,09/11/2018,6,Thelma Jefferson,12574,1,Marrakech,Morocco,Africa,10726,30/06/2019,11/07/2019,11
8543,09/11/2018,8,Elisa Bennett,40495,5,Watamu,Kenya,Africa,12555,14/06/2018,01/07/2018,17
8544,09/11/2018,4,Mitchell Barton,29121,124,Bogota,Colombia,South America,6198,11/06/2018,13/06/2018,2
8545,09/11/2018,8,Elisa Bennett,20982,17,New Delhi,India,Asia,13066,01/02/2019,02/03/2019,29
8546,09/11/2018,11,Kay Adams,39718,44,Sharm El Sheikh,Egypt,Middle East,11841,08/01/2019,16/01/2019,8
8547,09/11/2018,11,Kay Adams,48965,79,Houston,United States,North America,4704,28/01/2019,11/02/2019,14
8548,09/11/2018,8,Elisa Bennett,15747,69,Charleston,United States,North America,4319,21/04/2019,29/04/2019,8
8549,09/11/2018,4,Mitchell Barton,5200,121,Sao Paulo,Brazil,South America,11493,15/02/2018,26/02/2018,11
8550,09/11/2018,6,Thelma Jefferson,19549,76,Fresno,United States,North America,13908,04/05/2019,20/05/2019,16
8551,09/11/2018,11,Kay Adams,13666,95,Newark,United States,North America,8170,24/06/2019,25/06/2019,1
8552,09/11/2018,7,Horace Hawkins,14156,98,Omaha,United States,North America,8162,07/09/2019,26/09/2019,19
8553,09/11/2018,2,Molly Cross,8715,80,Jersey City,United States,North America,3158,19/12/2018,04/01/2019,16
8554,09/11/2018,6,Thelma Jefferson,49029,60,Anaheim,United States,North America,6545,28/03/2019,27/04/2019,30
8555,09/11/2018,8,Elisa Bennett,22391,63,Baltimore,United States,North America,6301,18/08/2018,05/09/2018,18
8556,09/11/2018,3,Carole Cox,35021,60,Anaheim,United States,North America,2823,15/08/2019,19/08/2019,4
8557,09/11/2018,1,Jordan Curry,41221,67,Branson,United States,North America,14228,30/01/2019,25/02/2019,26
8558,09/11/2018,11,Kay Adams,42486,43,Luxor,Egypt,Middle East,2960,17/05/2018,18/05/2018,1
8559,09/11/2018,1,Jordan Curry,20978,82,Las Vegas,United States,North America,4700,12/06/2018,11/07/2018,29
8560,09/11/2018,4,Mitchell Barton,38039,107,San Francisco,United States,North America,8018,17/10/2018,05/11/2018,19
8561,09/11/2018,6,Thelma Jefferson,31005,99,Orlando,United States,North America,2123,23/09/2018,27/09/2018,4
8562,09/11/2018,5,Sandy Douglas,14299,37,Zermatt,Switzerland,Europe,7810,24/01/2019,03/02/2019,10
8563,09/11/2018,4,Mitchell Barton,44142,30,Milan,Italy,Europe,10623,15/06/2019,10/07/2019,25
8564,09/11/2018,8,Elisa Bennett,1276,92,Nashville,United States,North America,14869,26/01/2019,03/02/2019,8
8565,09/11/2018,1,Jordan Curry,31015,8,Johannesburg,South Africa,Africa,7968,27/07/2018,07/08/2018,11
8566,09/11/2018,8,Elisa Bennett,45015,36,Madrid,Spain,Europe,13827,17/07/2019,20/07/2019,3
8567,10/11/2018,11,Kay Adams,37338,128,Lima,Peru,South America,10827,29/11/2018,11/12/2018,12
8568,10/11/2018,1,Jordan Curry,49559,112,Virginia Beach,United States,North America,12012,05/08/2018,31/08/2018,26
8569,10/11/2018,8,Elisa Bennett,29277,101,Phoenix,United States,North America,6086,17/10/2018,19/10/2018,2
8570,10/11/2018,4,Mitchell Barton,11754,91,Myrtle Beach,United States,North America,11186,07/09/2019,02/10/2019,25
8571,10/11/2018,11,Kay Adams,39584,100,Palm Springs,United States,North America,3466,26/08/2018,21/09/2018,26
8572,10/11/2018,10,Simon Fleming,41388,54,Vancouver,Canada,North America,13986,27/02/2019,07/03/2019,8
8573,10/11/2018,5,Sandy Douglas,14493,56,Cabo San Lucas,Mexico,North America,3713,30/04/2019,18/05/2019,18
8574,10/11/2018,7,Horace Hawkins,27049,44,Sharm El Sheikh,Egypt,Middle East,8340,03/06/2018,23/06/2018,20
8575,10/11/2018,6,Thelma Jefferson,29608,65,Birmingham,United States,North America,5086,25/03/2019,28/03/2019,3
8576,10/11/2018,11,Kay Adams,49841,94,New York City,United States,North America,13919,07/10/2018,03/11/2018,27
8577,10/11/2018,10,Simon Fleming,8039,119,Natal,Brazil,South America,10071,02/03/2018,17/03/2018,15
8578,10/11/2018,1,Jordan Curry,37056,17,New Delhi,India,Asia,3665,30/03/2019,11/04/2019,12
8579,10/11/2018,1,Jordan Curry,789,69,Charleston,United States,North America,11769,12/04/2019,08/05/2019,26
8580,10/11/2018,6,Thelma Jefferson,40912,93,New Orleans,United States,North America,9387,07/06/2018,01/07/2018,24
8581,10/11/2018,9,Olive Diaz,41916,29,Dublin,Ireland,Europe,12191,29/09/2018,08/10/2018,9
8582,10/11/2018,9,Olive Diaz,25478,49,Halifax,Canada,North America,7696,27/02/2018,12/03/2018,13
8583,10/11/2018,8,Elisa Bennett,45201,58,Playa del Carmen,Mexico,North America,8832,05/02/2019,10/02/2019,5
8584,10/11/2018,9,Olive Diaz,28465,31,Rome,Italy,Europe,13238,02/04/2018,29/04/2018,27
8585,10/11/2018,11,Kay Adams,15241,121,Sao Paulo,Brazil,South America,14925,10/08/2019,14/08/2019,4
8586,10/11/2018,3,Carole Cox,48083,21,Singapore,Singapore,Asia,6683,12/06/2018,26/06/2018,14
8587,10/11/2018,9,Olive Diaz,44734,81,Kansas City,United States,North America,5990,18/03/2018,21/03/2018,3
8588,10/11/2018,2,Molly Cross,5410,47,Dubai,United Arab Emirates,Middle East,11486,30/08/2019,04/09/2019,5
8589,10/11/2018,5,Sandy Douglas,25767,125,Santa Marta,Colombia,South America,3447,03/06/2019,13/06/2019,10
8590,10/11/2018,6,Thelma Jefferson,45600,62,Atlanta,United States,North America,14115,23/11/2018,29/11/2018,6
8591,10/11/2018,11,Kay Adams,6825,102,Portland,United States,North America,14923,22/07/2018,30/07/2018,8
8592,10/11/2018,3,Carole Cox,25815,46,Tel Aviv,Israel,Middle East,4192,25/02/2018,16/03/2018,19
8593,10/11/2018,6,Thelma Jefferson,15613,15,Shanghai,China,Asia,3983,20/02/2019,02/03/2019,10
8594,10/11/2018,11,Kay Adams,11840,33,Krakow,Poland,Europe,7434,24/03/2018,14/04/2018,21
8595,10/11/2018,2,Molly Cross,39961,118,Buenos Aires,Argentina,South America,5229,02/09/2019,28/09/2019,26
8596,10/11/2018,9,Olive Diaz,8005,38,Amsterdam,The Netherlands,Europe,12471,04/05/2018,30/05/2018,26
